,articleName,realEstateTypeName,tradeTypeName,floorInfo,dealOrWarrantPrc,areaName,area2,buildingName,cpPcArticleUrl
17,더샵오포센트럴포레,아파트,월세,18/25,1억,104B,76,103동,http://land.mk.co.kr/rd/rd.php?UID=2232477254
18,더샵오포센트럴포레,아파트,전세,6/25,"3억 3,000",104B,76,105동,http://www.neonet.co.kr/rd/rd.php?UID=2232454362
19,더샵오포센트럴포레,아파트,전세,3/25,"3억 5,000",114A,84,106동,http://land.mk.co.kr/rd/rd.php?UID=2232470944
0,태전지웰,아파트,매매,15/15,5억,113A,84,101동,https://www.rfine.kr/rd/rd.php?UID=2231744757
1,태전지웰,아파트,매매,9/15,5억,111B,84,103동,https://www.r114.com/z/depot/public/ArticleFromNbp.r114?UID=2231658917
2,태전지웰,아파트,전세,8/15,4억,113A,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2231065136
3,태전지웰,아파트,전세,12/14,"3억 2,000",111C,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2230742223
4,태전지웰,아파트,매매,6/15,"4억 9,000",111B,84,102동,http://ten.co.kr/rd/rd.asp?UID=2231615849
5,태전지웰,아파트,매매,1/15,"4억 9,000",113A,84,102동,http://ten.co.kr/rd/rd.asp?UID=2230797565
6,태전지웰,아파트,전세,9/15,"3억 2,000",111B,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2229385081
7,태전지웰,아파트,매매,3/14,"5억 1,000",111C,84,104동,http://www.neonet.co.kr/rd/rd.php?UID=2228783887
8,태전지웰,아파트,매매,중/15,"5억 3,000",111B,84,103동,http://ten.co.kr/rd/rd.asp?UID=2230428414
0,현대,아파트,매매,19/20,"4억 8,000",111,84,104동,http://www.serve.co.kr/naver/rd.asp?UID=2232220276
1,현대,아파트,매매,1/20,"4억 3,000",111,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2231462581
2,현대,아파트,매매,14/20,"5억 4,000",144,116,106동,http://www.serve.co.kr/naver/rd.asp?UID=2231622370
3,현대,아파트,매매,13/20,"5억 2,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2232240458
4,현대,아파트,매매,15/20,6억,144,116,106동,http://land.mk.co.kr/rd/rd.php?UID=2232238594
5,현대,아파트,매매,5/20,"4억 4,000",111,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2232244563
6,현대,아파트,매매,8/20,"4억 5,000",111,84,104동,http://www.serve.co.kr/naver/rd.asp?UID=2230988115
7,현대,아파트,매매,14/20,"4억 5,000",111,84,101동,http://www.serve.co.kr/naver/rd.asp?UID=2232254855
8,현대,아파트,매매,20/20,6억,144,116,106동,http://land.mk.co.kr/rd/rd.php?UID=2231605901
9,현대,아파트,매매,16/20,"5억 2,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2231605082
10,현대,아파트,매매,15/20,"5억 5,000",144,116,106동,http://land.mk.co.kr/rd/rd.php?UID=2231605508
11,현대,아파트,매매,고/20,"4억 9,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2232239579
12,현대,아파트,매매,고/20,"5억 6,000",144,116,106동,http://land.mk.co.kr/rd/rd.php?UID=2230730888
13,현대,아파트,매매,10/20,"5억 2,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2229988945
14,현대,아파트,매매,고/20,6억,144,116,106동,https://www.rfine.kr/rd/rd.php?UID=2232040762
15,현대,아파트,매매,중/20,"4억 3,000",111,84,101동,http://land.mk.co.kr/rd/rd.php?UID=2232121011
16,현대,아파트,전세,5/20,3억,127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2230808174
17,현대,아파트,매매,7/20,5억,127,99,105동,http://land.mk.co.kr/rd/rd.php?UID=2229304088
18,현대,아파트,전세,10/20,"3억 8,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2229507763
19,현대,아파트,매매,20/20,"4억 9,000",127,99,103동,http://land.mk.co.kr/rd/rd.php?UID=2229300573
0,미진,아파트,매매,10/19,"4억 3,000",130,105,1동,http://land.mk.co.kr/rd/rd.php?UID=2232203952
1,미진,아파트,매매,12/19,"3억 3,000",73,59,1동,http://land.mk.co.kr/rd/rd.php?UID=2231701929
2,미진,아파트,매매,중/19,5억,130,105,1동,http://land.mk.co.kr/rd/rd.php?UID=2231850529
3,미진,아파트,매매,18/19,"4억 2,000",104,84,1동,http://www.serve.co.kr/naver/rd.asp?UID=2232408211
4,미진,아파트,매매,고/19,4억,104,84,1동,http://land.mk.co.kr/rd/rd.php?UID=2231244535
5,미진,아파트,전세,중/19,4억,130,105,1동,http://land.mk.co.kr/rd/rd.php?UID=2231244069
6,미진,아파트,매매,2/19,3억,73,59,1동,http://land.mk.co.kr/rd/rd.php?UID=2230379669
7,미진,아파트,매매,고/19,"3억 4,000",73,59,1동,https://www.rfine.kr/rd/rd.php?UID=2232333522
8,미진,아파트,매매,고/19,4억,104,84,1동,http://land.mk.co.kr/rd/rd.php?UID=2232225724
9,미진,아파트,전세,15/19,3억,104,84,1동,http://land.mk.co.kr/rd/rd.php?UID=2230033708
10,미진,아파트,전세,고/19,"2억 3,500",73,59,1동,http://land.mk.co.kr/rd/rd.php?UID=2231255129
11,미진,아파트,매매,3/19,"3억 5,000",73,59,1동,http://www.neonet.co.kr/rd/rd.php?UID=2229024837
12,미진,아파트,매매,2/19,"3억 5,000",73,59,1동,https://www.rfine.kr/rd/rd.php?UID=2230089457
13,미진,아파트,매매,고/19,"3억 3,000",73,59,1동,http://land.mk.co.kr/rd/rd.php?UID=2228978053
14,미진,아파트,매매,9/19,"3억 8,500",104,84,1동,https://www.rfine.kr/rd/rd.php?UID=2228919803
15,미진,아파트,전세,15/19,3억,104,84,1동,http://www.karhanbang.com/naver_link.asp?UID=2232339130
16,미진,아파트,매매,18/19,4억,104,84,1동,http://www.karhanbang.com/naver_link.asp?UID=2231260085
0,금호베스트빌,아파트,매매,3/15,"4억 6,000",117,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2232041246
1,금호베스트빌,아파트,매매,7/15,5억,117,84,107동,http://www.serve.co.kr/naver/rd.asp?UID=2231220100
2,금호베스트빌,아파트,전세,중/15,"3억 5,000",117,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2232274672
3,금호베스트빌,아파트,전세,7/15,"2억 5,000",117,84,107동,https://www.rfine.kr/rd/rd.php?UID=2232477676
4,금호베스트빌,아파트,매매,7/15,"5억 7,000",164,125,106동,https://realestate.hankyung.com/naver-listing?UID=2230839220
5,금호베스트빌,아파트,매매,고/15,5억,117,84,107동,http://www.serve.co.kr/naver/rd.asp?UID=2231220298
6,금호베스트빌,아파트,매매,1/15,"5억 2,000",117,84,102동,http://www.serve.co.kr/naver/rd.asp?UID=2230747669
7,금호베스트빌,아파트,전세,저/15,3억,117,84,104동,http://www.serve.co.kr/naver/rd.asp?UID=2232391061
8,금호베스트빌,아파트,매매,14/15,5억,117,84,102동,https://www.rfine.kr/rd/rd.php?UID=2231551927
9,금호베스트빌,아파트,전세,1/15,"3억 2,000",164,125,103동,https://www.rfine.kr/rd/rd.php?UID=2231225917
10,금호베스트빌,아파트,월세,4/15,"1억 5,000",117,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2230268311
11,금호베스트빌,아파트,월세,고/15,"2억 5,000",117,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2231839522
12,금호베스트빌,아파트,매매,중/15,"5억 7,000",164,125,106동,http://land.mk.co.kr/rd/rd.php?UID=2231342181
13,금호베스트빌,아파트,전세,9/15,"3억 3,000",117,84,107동,https://www.rfine.kr/rd/rd.php?UID=2229336706
14,금호베스트빌,아파트,전세,13/15,3억,117,84,102동,https://www.rfine.kr/rd/rd.php?UID=2230178595
15,금호베스트빌,아파트,매매,고/15,"4억 8,000",117,84,107동,http://ten.co.kr/rd/rd.asp?UID=2229844753
16,금호베스트빌,아파트,월세,고/15,"5,000",164,125,105동,https://www.r114.com/z/depot/public/ArticleFromNbp.r114?UID=2230836936
17,금호베스트빌,아파트,전세,저/15,4억,164,125,101동,http://land.mk.co.kr/rd/rd.php?UID=2228985211
18,금호베스트빌,아파트,월세,3/15,1억,164,125,101동,http://www.neonet.co.kr/rd/rd.php?UID=2229402106
19,금호베스트빌,아파트,매매,중/15,"4억 3,000",117,84,107동,https://www.rfine.kr/rd/rd.php?UID=2229319437
0,태전성원상떼빌5단지,아파트,매매,10/20,5억,106,84,505동,http://www.neonet.co.kr/rd/rd.php?UID=2232261947
1,태전성원상떼빌5단지,아파트,매매,19/20,"4억 6,000",106,84,505동,http://www.neonet.co.kr/rd/rd.php?UID=2231917490
2,태전성원상떼빌5단지,아파트,매매,1/19,"5억 5,000",137,109,504동,http://land.mk.co.kr/rd/rd.php?UID=2231441210
3,태전성원상떼빌5단지,아파트,매매,10/20,5억,106,84,508동,http://land.mk.co.kr/rd/rd.php?UID=2232493867
4,태전성원상떼빌5단지,아파트,매매,11/20,5억,106,84,507동,http://land.mk.co.kr/rd/rd.php?UID=2232494824
5,태전성원상떼빌5단지,아파트,매매,중/20,"5억 1,000",106,84,507동,http://homesdid.co.kr/rd.asp?UID=2231896961
6,태전성원상떼빌5단지,아파트,매매,4/20,"4억 5,000",106,84,507동,http://www.neonet.co.kr/rd/rd.php?UID=2231027300
7,태전성원상떼빌5단지,아파트,매매,고/20,"5억 3,000",106,84,505동,http://land.mk.co.kr/rd/rd.php?UID=2232461206
8,태전성원상떼빌5단지,아파트,매매,6/19,"6억 2,000",169,134,506동,http://land.mk.co.kr/rd/rd.php?UID=2230877188
9,태전성원상떼빌5단지,아파트,전세,12/20,"3억 7,000",106,84,508동,http://land.mk.co.kr/rd/rd.php?UID=2230500885
10,태전성원상떼빌5단지,아파트,전세,4/20,3억,106,84,507동,http://land.mk.co.kr/rd/rd.php?UID=2231724062
11,태전성원상떼빌5단지,아파트,매매,중/17,"4억 5,000",106,84,502동,http://land.mk.co.kr/rd/rd.php?UID=2232281426
12,태전성원상떼빌5단지,아파트,매매,중/19,6억,169,134,506동,http://land.mk.co.kr/rd/rd.php?UID=2232077108
13,태전성원상떼빌5단지,아파트,전세,중/17,"3억 7,000",106,84,502동,http://land.mk.co.kr/rd/rd.php?UID=2231307969
14,태전성원상떼빌5단지,아파트,매매,저/17,"4억 8,000",106,84,503동,http://land.mk.co.kr/rd/rd.php?UID=2231152199
15,태전성원상떼빌5단지,아파트,매매,19/20,"4억 5,000",106,84,508동,http://land.mk.co.kr/rd/rd.php?UID=2229994439
16,태전성원상떼빌5단지,아파트,전세,14/19,"4억 5,000",169,134,506동,http://land.mk.co.kr/rd/rd.php?UID=2230535850
17,태전성원상떼빌5단지,아파트,매매,19/20,5억,106,84,508동,http://land.mk.co.kr/rd/rd.php?UID=2230053761
18,태전성원상떼빌5단지,아파트,매매,중/20,"4억 3,000",106,84,507동,http://land.mk.co.kr/rd/rd.php?UID=2229493183
19,태전성원상떼빌5단지,아파트,단기임대,13/20,100,106,84,508동,https://www.rfine.kr/rd/rd.php?UID=2228877851
0,성원3단지,아파트,전세,19/20,4억,127,101,301동,http://www.neonet.co.kr/rd/rd.php?UID=2232258262
1,성원3단지,아파트,전세,고/20,3억,127,101,301동,http://www.neonet.co.kr/rd/rd.php?UID=2232456313
2,성원3단지,아파트,전세,중/17,"3억 8,000",168,134,304동,http://land.mk.co.kr/rd/rd.php?UID=2232516878
3,성원3단지,아파트,전세,고/17,"4억 5,000",168,134,304동,https://www.rfine.kr/rd/rd.php?UID=2232264945
4,성원3단지,아파트,월세,12/20,"5,000",127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2232494187
5,성원3단지,아파트,매매,고/19,5억,106,84,302동,http://www.serve.co.kr/naver/rd.asp?UID=2231978172
6,성원3단지,아파트,매매,고/20,"5억 4,000",127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2231445341
7,성원3단지,아파트,매매,4/20,"4억 7,000",127,101,301동,http://homesdid.co.kr/rd.asp?UID=2230670557
8,성원3단지,아파트,전세,저/17,4억,168,134,304동,http://land.mk.co.kr/rd/rd.php?UID=2232283204
9,성원3단지,아파트,전세,고/20,3억,127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2232233305
10,성원3단지,아파트,매매,중/20,"5억 3,000",127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2231071058
11,성원3단지,아파트,매매,20/20,"6억 4,000",168,134,305동,http://land.mk.co.kr/rd/rd.php?UID=2231452226
12,성원3단지,아파트,전세,중/20,4억,127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2230471138
13,성원3단지,아파트,전세,19/20,"4억 3,000",127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2229583497
14,성원3단지,아파트,매매,고/20,"5억 3,000",127,101,301동,http://land.mk.co.kr/rd/rd.php?UID=2231305072
15,성원3단지,아파트,전세,1/19,"3억 4,000",106,84,302동,http://homesdid.co.kr/rd.asp?UID=2229418402
16,성원3단지,아파트,매매,고/19,"4억 7,000",106,84,302동,http://land.mk.co.kr/rd/rd.php?UID=2230043233
17,성원3단지,아파트,매매,10/17,"5억 5,000",168,134,304동,http://land.mk.co.kr/rd/rd.php?UID=2230478148
18,성원3단지,아파트,매매,5/19,"4억 6,000",106,84,302동,http://land.mk.co.kr/rd/rd.php?UID=2230395268
19,성원3단지,아파트,월세,저/20,1억,168,134,305동,http://land.mk.co.kr/rd/rd.php?UID=2230718199
0,쌍용스윗닷홈3단지,아파트,매매,4/15,"3억 8,000",82,59,306동,http://land.mk.co.kr/rd/rd.php?UID=2232542517
1,쌍용스윗닷홈3단지,아파트,매매,10/15,"4억 3,000",82,59,302동,http://land.mk.co.kr/rd/rd.php?UID=2232076538
2,쌍용스윗닷홈3단지,아파트,매매,2/15,4억,106,84,304동,http://land.mk.co.kr/rd/rd.php?UID=2232092839
3,쌍용스윗닷홈3단지,아파트,전세,9/15,3억,106,84,303동,http://land.mk.co.kr/rd/rd.php?UID=2232493667
4,쌍용스윗닷홈3단지,아파트,매매,11/15,"4억 3,000",82,59,306동,http://land.mk.co.kr/rd/rd.php?UID=2231442131
5,쌍용스윗닷홈3단지,아파트,매매,15/15,"4억 2,000",82,59,306동,https://www.rfine.kr/rd/rd.php?UID=2231051180
6,쌍용스윗닷홈3단지,아파트,매매,3/15,4억,106,84,302동,http://land.mk.co.kr/rd/rd.php?UID=2230759948
7,쌍용스윗닷홈3단지,아파트,전세,15/15,"3억 5,000",106,84,303동,http://land.mk.co.kr/rd/rd.php?UID=2230753255
8,쌍용스윗닷홈3단지,아파트,전세,3/15,"2억 3,000",106,84,301동,http://land.mk.co.kr/rd/rd.php?UID=2231941992
9,쌍용스윗닷홈3단지,아파트,매매,4/15,"4억 6,000",106,84,303동,http://ten.co.kr/rd/rd.asp?UID=2230291169
10,쌍용스윗닷홈3단지,아파트,매매,저/15,"4억 5,000",106,84,303동,https://www.rfine.kr/rd/rd.php?UID=2231007445
11,쌍용스윗닷홈3단지,아파트,매매,중/15,"4억 2,000",106,84,304동,https://www.rfine.kr/rd/rd.php?UID=2231011886
12,쌍용스윗닷홈3단지,아파트,매매,10/15,"4억 7,000",106,84,305동,https://www.rfine.kr/rd/rd.php?UID=2229618632
13,쌍용스윗닷홈3단지,아파트,전세,중/15,3억,106,84,303동,http://www.karhanbang.com/naver_link.asp?UID=2232461473
0,광주태전e-편한세상,아파트,전세,4/14,4억,116,84,107동,http://www.serve.co.kr/naver/rd.asp?UID=2232407385
1,광주태전e-편한세상,아파트,매매,6/15,"6억 5,000",116,84,102동,http://homesdid.co.kr/rd.asp?UID=2232398064
2,광주태전e-편한세상,아파트,전세,11/14,"4억 2,000",116,84,107동,http://www.neonet.co.kr/rd/rd.php?UID=2232250021
3,광주태전e-편한세상,아파트,매매,9/15,"6억 7,000",116,84,104동,http://www.neonet.co.kr/rd/rd.php?UID=2232081510
4,광주태전e-편한세상,아파트,매매,11/14,"6억 2,000",116,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2231679774
5,광주태전e-편한세상,아파트,전세,중/15,"3억 5,000",116,84,104동,http://homesdid.co.kr/rd.asp?UID=2232556442
6,광주태전e-편한세상,아파트,매매,4/14,"6억 2,000",116,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2231441656
7,광주태전e-편한세상,아파트,매매,고/15,"7억 8,000",176,132,101동,http://www.serve.co.kr/naver/rd.asp?UID=2232056428
8,광주태전e-편한세상,아파트,매매,저/15,"7억 3,000",116,84,102동,http://www.serve.co.kr/naver/rd.asp?UID=2231991013
9,광주태전e-편한세상,아파트,월세,12/15,"5,000",176,132,101동,http://land.mk.co.kr/rd/rd.php?UID=2232355020
10,광주태전e-편한세상,아파트,전세,5/15,"4억 5,000",116,84,106동,http://www.serve.co.kr/naver/rd.asp?UID=2230927894
11,광주태전e-편한세상,아파트,월세,중/15,2억,116,84,104동,http://homesdid.co.kr/rd.asp?UID=2231418771
12,광주태전e-편한세상,아파트,전세,중/15,4억,116,84,104동,http://homesdid.co.kr/rd.asp?UID=2231418992
13,광주태전e-편한세상,아파트,전세,12/15,"3억 5,000",116,84,103동,http://www.serve.co.kr/naver/rd.asp?UID=2230747484
14,광주태전e-편한세상,아파트,매매,9/15,"5억 2,000",116,84,104동,https://www.rfine.kr/rd/rd.php?UID=2230805596
15,광주태전e-편한세상,아파트,전세,3/14,"3억 5,000",116,84,107동,https://www.rfine.kr/rd/rd.php?UID=2231774818
16,광주태전e-편한세상,아파트,매매,고/14,"5억 6,000",116,84,107동,http://www.serve.co.kr/naver/rd.asp?UID=2230940298
17,광주태전e-편한세상,아파트,매매,고/15,7억,116,84,106동,http://www.serve.co.kr/naver/rd.asp?UID=2230927700
18,광주태전e-편한세상,아파트,매매,중/15,"6억 2,000",116,84,106동,http://www.serve.co.kr/naver/rd.asp?UID=2230918082
19,광주태전e-편한세상,아파트,매매,중/15,"8억 5,000",176,132,101동,http://www.serve.co.kr/naver/rd.asp?UID=2230918262
0,힐스테이트태전(5지구C6블럭),아파트,매매,12/20,"4억 9,000",81A,59,1520동,http://land.mk.co.kr/rd/rd.php?UID=2232509309
1,힐스테이트태전(5지구C6블럭),아파트,매매,16/18,"5억 3,000",81A,59,1515동,http://land.mk.co.kr/rd/rd.php?UID=2232503501
2,힐스테이트태전(5지구C6블럭),아파트,전세,4/18,5억,114B,84,1517동,http://land.mk.co.kr/rd/rd.php?UID=2232275155
3,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"5억 7,000",98A,72,1515동,http://land.mk.co.kr/rd/rd.php?UID=2232505813
4,힐스테이트태전(5지구C6블럭),아파트,전세,고/18,"3억 5,000",88A,64,1519동,https://www.rfine.kr/rd/rd.php?UID=2232463284
5,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,"3억 7,000",88A,64,1519동,http://land.mk.co.kr/rd/rd.php?UID=2232280725
6,힐스테이트태전(5지구C6블럭),아파트,매매,중/18,"6억 5,000",114B,84,1518동,https://www.rfine.kr/rd/rd.php?UID=2231833227
7,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"6억 4,000",88A,64,1519동,https://www.rfine.kr/rd/rd.php?UID=2231776819
8,힐스테이트태전(5지구C6블럭),아파트,매매,8/18,"5억 8,000",81B,59,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231015195
9,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"7억 8,000",114C,84,1518동,http://land.mk.co.kr/rd/rd.php?UID=2231445691
10,힐스테이트태전(5지구C6블럭),아파트,매매,7/18,"5억 5,000",98A,72,1519동,https://realestate.hankyung.com/naver-listing?UID=2230469371
11,힐스테이트태전(5지구C6블럭),아파트,전세,7/18,"4억 5,000",114C,84,1518동,https://realestate.hankyung.com/naver-listing?UID=2230157581
12,힐스테이트태전(5지구C6블럭),아파트,매매,16/20,"5억 6,000",81B,59,1516동,https://www.rfine.kr/rd/rd.php?UID=2229920338
13,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,"3억 3,000",88A,64,1515동,http://www.serve.co.kr/naver/rd.asp?UID=2230702194
14,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,4억,114B,84,1518동,https://www.rfine.kr/rd/rd.php?UID=2230680759
15,힐스테이트태전(5지구C6블럭),아파트,월세,저/18,"7,000",98A,72,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231878911
16,힐스테이트태전(5지구C6블럭),아파트,매매,저/18,5억,81A,59,1515동,https://www.rfine.kr/rd/rd.php?UID=2231698413
17,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,6억,81B,59,1519동,http://www.serve.co.kr/naver/rd.asp?UID=2229609317
18,힐스테이트태전(5지구C6블럭),아파트,매매,고/20,"6억 3,000",81A,59,1516동,http://www.serve.co.kr/naver/rd.asp?UID=2229606616
19,힐스테이트태전(5지구C6블럭),아파트,매매,저/18,7억,98A,72,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231050638
0,힐스테이트태전에듀포레2차(C11블록),아파트,월세,9/23,"5,000",99B,72,2107동,https://realestate.hankyung.com/naver-listing?UID=2232423477
1,힐스테이트태전에듀포레2차(C11블록),아파트,전세,11/17,"3억 5,000",98A,72,2101동,http://land.mk.co.kr/rd/rd.php?UID=2232413407
2,힐스테이트태전에듀포레2차(C11블록),아파트,전세,1/23,"3억 2,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232412976
3,힐스테이트태전에듀포레2차(C11블록),아파트,월세,1/23,1억,98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232414213
4,힐스테이트태전에듀포레2차(C11블록),아파트,매매,12/19,6억,98A,72,2109동,http://homesdid.co.kr/rd.asp?UID=2232454352
5,힐스테이트태전에듀포레2차(C11블록),아파트,매매,5/23,7억,99B,72,2106동,http://homesdid.co.kr/rd.asp?UID=2232570751
6,힐스테이트태전에듀포레2차(C11블록),아파트,매매,1/23,"5억 3,000",98A,72,2103동,http://homesdid.co.kr/rd.asp?UID=2232150094
7,힐스테이트태전에듀포레2차(C11블록),아파트,매매,15/17,"5억 6,000",99B,72,2101동,http://www.serve.co.kr/naver/rd.asp?UID=2232061156
8,힐스테이트태전에듀포레2차(C11블록),아파트,전세,9/19,"3억 5,000",99B,72,2109동,http://land.mk.co.kr/rd/rd.php?UID=2231929663
9,힐스테이트태전에듀포레2차(C11블록),아파트,매매,11/23,6억,98A,72,2107동,http://land.mk.co.kr/rd/rd.php?UID=2231958149
10,힐스테이트태전에듀포레2차(C11블록),아파트,매매,20/23,"6억 7,000",98A,72,2107동,http://land.mk.co.kr/rd/rd.php?UID=2231527425
11,힐스테이트태전에듀포레2차(C11블록),아파트,전세,6/19,"3억 2,000",85A,62,2104동,http://land.mk.co.kr/rd/rd.php?UID=2231634255
12,힐스테이트태전에듀포레2차(C11블록),아파트,매매,고/23,"6억 2,000",85A,62,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232410245
13,힐스테이트태전에듀포레2차(C11블록),아파트,전세,저/23,"3억 2,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232503073
14,힐스테이트태전에듀포레2차(C11블록),아파트,월세,저/23,"5,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232504428
15,힐스테이트태전에듀포레2차(C11블록),아파트,매매,14/20,"7억 9,000",113,84,2102동,http://land.mk.co.kr/rd/rd.php?UID=2231302712
16,힐스테이트태전에듀포레2차(C11블록),아파트,매매,고/19,5억,85A,62,2104동,https://www.rfine.kr/rd/rd.php?UID=2232388577
17,힐스테이트태전에듀포레2차(C11블록),아파트,매매,9/17,"4억 8,000",85B,62,2101동,http://www.neonet.co.kr/rd/rd.php?UID=2231182815
18,힐스테이트태전에듀포레2차(C11블록),아파트,매매,13/23,6억,98A,72,2103동,http://www.peterpanz.com/rd/rd.php?UID=2231418983
19,힐스테이트태전에듀포레2차(C11블록),아파트,전세,13/23,"4억 5,000",98A,72,2103동,http://www.peterpanz.com/rd/rd.php?UID=2231418894
0,e편한세상태전2차(C1블럭),아파트,매매,4/18,"6억 5,000",110A,84,101동,http://homesdid.co.kr/rd.asp?UID=2232510478
1,e편한세상태전2차(C1블럭),아파트,전세,4/18,"3억 5,000",110A,84,101동,http://www.neonet.co.kr/rd/rd.php?UID=2232480051
2,e편한세상태전2차(C1블럭),아파트,월세,14/19,1억,110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2232514744
3,e편한세상태전2차(C1블럭),아파트,매매,3/19,"5억 9,000",110A,84,102동,http://www.neonet.co.kr/rd/rd.php?UID=2232481396
4,e편한세상태전2차(C1블럭),아파트,매매,7/17,7억,112C,84,106동,http://land.mk.co.kr/rd/rd.php?UID=2232390969
5,e편한세상태전2차(C1블럭),아파트,매매,15/19,7억,110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2232091791
6,e편한세상태전2차(C1블럭),아파트,매매,14/19,"6억 2,000",110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231686125
7,e편한세상태전2차(C1블럭),아파트,전세,중/15,"3억 5,000",110A,84,104동,https://www.rfine.kr/rd/rd.php?UID=2232483688
8,e편한세상태전2차(C1블럭),아파트,매매,중/15,"6억 5,000",110A,84,104동,http://homesdid.co.kr/rd.asp?UID=2232511064
9,e편한세상태전2차(C1블럭),아파트,전세,4/19,"3억 8,000",110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231294227
10,e편한세상태전2차(C1블럭),아파트,매매,저/20,"6억 6,000",110A,84,105동,http://www.neonet.co.kr/rd/rd.php?UID=2231720962
11,e편한세상태전2차(C1블럭),아파트,매매,2/20,"6억 2,000",110A,84,105동,http://homesdid.co.kr/rd.asp?UID=2231143235
12,e편한세상태전2차(C1블럭),아파트,매매,15/19,"6억 5,000",110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2231158103
13,e편한세상태전2차(C1블럭),아파트,매매,고/19,"6억 5,000",110A,84,103동,https://www.rfine.kr/rd/rd.php?UID=2231538591
14,e편한세상태전2차(C1블럭),아파트,매매,저/19,"6억 7,000",110A,84,103동,https://www.rfine.kr/rd/rd.php?UID=2231539865
15,e편한세상태전2차(C1블럭),아파트,매매,2/19,"6억 7,000",111,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2230870200
16,e편한세상태전2차(C1블럭),아파트,월세,저/19,1억,110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231292870
17,e편한세상태전2차(C1블럭),아파트,매매,4/18,7억,110A,84,101동,http://homesdid.co.kr/rd.asp?UID=2230525310
18,e편한세상태전2차(C1블럭),아파트,매매,14/15,"7억 5,000",110A,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2231756387
19,e편한세상태전2차(C1블럭),아파트,매매,중/19,"6억 8,000",111,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2231072257
0,e편한세상태전2차,아파트,매매,2/17,"7억 5,000",110A,84,205동,http://homesdid.co.kr/rd.asp?UID=2232528730
1,e편한세상태전2차,아파트,매매,1/17,"6억 5,000",110A,84,205동,http://land.mk.co.kr/rd/rd.php?UID=2232516676
2,e편한세상태전2차,아파트,전세,7/14,4억,110A,84,204동,http://land.mk.co.kr/rd/rd.php?UID=2232362760
3,e편한세상태전2차,아파트,매매,3/20,6억 500,111B,84,201동,http://homesdid.co.kr/rd.asp?UID=2232391201
4,e편한세상태전2차,아파트,매매,5/20,"6억 4,000",111C,84,201동,http://land.mk.co.kr/rd/rd.php?UID=2232199930
5,e편한세상태전2차,아파트,전세,12/17,"4억 3,000",110A,84,205동,https://www.rfine.kr/rd/rd.php?UID=2232079257
6,e편한세상태전2차,아파트,매매,13/17,"6억 5,000",110A,84,205동,https://www.rfine.kr/rd/rd.php?UID=2231947866
